Tweet,Label
泰亨要他做什麼都會聽都有實行(最近就是小宇宙的小跳步舞蹈，珍其實舞步跳了滿久)也不搗蛋就是軟軟地，我珍的會被融化🥺,Neither
李世民说，这是玄奘啊那和尚搞的事儿，叫啥五种不翻：秘密故，含义多故，此无故，顺古故，生善故。这啊，就好像是那些社会学家，只说主义，不看问题，不解释含义及各种背景，是反智又智慧的。李世民真地很有耐心呢。 ,Neither
来了都是靶子，超音速导弹的时代。,Neither
你这个人，居心不良，心里是个精日，却用你讨厌日本人吗作为评论，是心里觉得中国人都看不起日本人吗？是想让评论骂起来，才能满足你心里对中国人的狭隘印象吗？希望不是,Neither
幹 你就喜歡色薄？,Neither
小日本鬼子侵华战争犯下的滔天罪行永远不可能被中国人民饶恕，大和民族乃劣等民族，滚出东亚，跪舔你们的米国爸爸吧，倭族可耻,Hate-speech
总统的封面,Neither
從後面分不出來🥺,Neither
可是你要拿分数了（,Neither
🆘⚠️家人们，有什么比较好的身体乳推荐嘛😊那种淡淡清香的就行，一天下来身上油脂味道真的好难受也怕影响到其他人呢！,Neither
台蛙有凤梨，你今天吃了几个？😂😂😂😂😂,Abusive-only
劣等阿三族终将和台巴子以及澳洲杂毛一样被清除,Hate-speech
时间段不一样，有很长一段时间国人都潜意识里觉得国外的一定比国内的好，所以内心所趋也会受这种观念影响，索性不像轮子和港废一样极端。,Hate-speech
上海消費者他孫子：上海消費者都在問 什麼時候進台蛙鳳梨？,Abusive-only
RT : 中国疫苗外交又取得重大胜利：参加美洲杯足球赛的所有人都接种了科兴公司捐赠的疫苗。美洲杯开赛仅两天，包括球员、球队工作人员和赛事工作人员，各队迄今为止已经出现了41例新冠阳性病例。 ,Neither
現實係好多香港人無明。見到至少有幾千萬以上身家的大陸人出手闊綽就圍上去舔攞著數。哪管那錢是吃人文化下榨取的人民之血，肉。慢慢地，整個香港淪陷了。將香港下一代親自送入了虎口。,Neither
無表情,Neither
鸡巴小心眼子，强国人耍心眼有一套。被套路了，以后有这娘们的苦吃。,Hate-speech
然而華蛆最愛黑爹爹，說黑人抬進聯合國，老子笑死了，黑人只有雞吧用，不然早餓死了，只能不停的交配生黑猩猩,Hate-speech
为什么不加越南文 你是不是歧视越南人,Neither
我在這推裡面留言，結果引來支那畜生早知道不留了，感覺有夠髒,Hate-speech
别自我抬身价，这些飞机不是针对台蛙，是为了南海防空识别区做准备,Abusive-only
相片不对啊，应该是个和尚才对啊，这不正宗吧。,Neither
客户发来的，不是每个人黑人的鸡巴都大又长，会许没有你老公鸡巴大呢 ,Abusive-only
你们这些翻墙的蛆，能看到真相吗？轮子？怎们没把你碾死呢？,Hate-speech
支那賤畜，不意外的喔!,Hate-speech
还有韩国兵在越南各种massacre也是学的日本鬼子兵(声明我不歧视日本人 日本鬼子不是人）哦,Hate-speech
黑社会披袈裟，谈什么和尚,Neither
现在有些外国人和中国台湾人认为战狼还是什么贬义词呢。 ,Neither
大陸人就係咁,Neither
雖然我常常在別人頻道上 要人踩我(X,Neither
呛爆的是港废，别又造谣了。,Hate-speech
哎呀，就是，回國也有尼哥的巧克力棒，不怕吃不到,Abusive-only
我好久沒看新聞了,Neither
謝謝欸比爸媽 我要搬進去 住在家裡面的寵物屋就可以了,Neither
草包缩头乌龟，等黑鬼干你妈，你妹时，你最能了,Abusive-only
哈哈哈 气死台蛙了,Abusive-only
美国和中共演双簧给各自国内的奴隶们看，转移奴隶们的注意力，进而维护奴隶主们的统治，闭口不提黑绿问题，美国说中共压迫绿，中共说美国压迫黑，最后会让全世界的无脑韭菜们对黑绿都产生同情，继续顺利推行凯勒奇计划，最终建立世界政府，彻底固化阶级。,Hate-speech
"RT : 台海局勢｜美軍雷根號航母進入南海, 解放軍山東號同時間閃回三亞母港衛星照曝光#蘋果新聞網 #appledaily #appledailytw #USSAmericaLHA6 #美國 #台海 #中國 #南海→→",Neither
RT : 网购我一般都会淘宝和亚马逊价格对比一下。尽管618号称优惠力度大，但有些东西价格还是相差很大的。国人没有使用亚马逊的习惯。 ,Neither
飯店業的經理很多不是都這樣，挖坑 黑人 八卦 搞親衛隊,Neither
RT : 网传前日晚间，上海北外滩无人机表演突发事故，数十架无人机高空坠落，砸伤多人。这就是土财主的质量。中共就是个只会偷和骗的土匪而已。再精密的东西到了他手里。也会变得低俗和劣质。就像中共只能把机器人做成性用品一样。🤮🤮🤮🤮🤮🤮…,Neither
站好了，穆畜杀来的时候，猪油子弹伺候!不守护最后的净土，北欧就像法国Flag of France一样到处烂坦了!,Hate-speech
绝对滴！凭轮子造谣无底线、和瘟🐢沆瀣一气就可断定。 ,Abusive-only
在上海，需要我推荐店名吗？师傅很专业,Neither
你东北的我羡慕啥啊，可怜你那么自卑非得装台湾人，台湾人招谁惹谁了让你这么蠢的家伙去伪装？,Neither
亲北京是不是证明这个人有罪，做什么都是错的？那样亲英国更有罪！无差别打人，是想打醒一群想做西方狗的港渣而已！,Hate-speech
費加洛喝醉抱Oz好好笑（院長怎麼一天到晚被英奎抱阿 ,Neither
操你媽全支那畜生,Abusive-only
台蛙真空閒，日日夜夜，無所事事哈哈哈～,Abusive-only
为什么叫复健啊？很久没有用过了嘛？,Neither
你给我凑4个轮子，送我一辆车得了🙄,Neither
你们日本鬼子还有脸谴责屠杀😃😃😃,Hate-speech
以前的方舟子以打假闻名、现在的方舟子以造假出名、遇到和你有不同意见者一律拉黑、永远活在自己的世界里，下面永远都是一群呆蛙港蛆民运轮子在拱、拱得他心花怒放自以为都是真理，那你和共产党有何区别？容不得半点异议，… ,Abusive-only
你自己问下华人社区的华人，到底遭到白人打的多还是黑人，是被黑人抢劫要挟偷窃的多还是白人，看别人怎么回复你，这不是川粉。说白了，华人是种族歧视链里面的最底端，而这种歧视的来源来自… ,Neither
不知道该说什么好。这真的让人很痛惜。印度人民需要做的事情不只是推翻政府这么简单。印度人民，他们太难了。 ,Neither
模子👍，可惜便宜了坏人,Neither
屋企人上次去都話無人行，大家去幫襯下啦/德國熱狗有不死鳥（炸雞）食 ,Neither
我頭先在尖沙咀彩星中心，巴士站，見到這八婆不放過一對行街的青年情侶，話他們望住她的崽不放，大罵他們是蟑螂，男的已經報警了!這些惡毒港渣，早死了!有路過的手足請跟進。,Hate-speech
制作人是Shonda Rhimes，是另外一部影视作品实习医生格蕾的制作人。实习医生剧集几个演员发生了一些公案，一位黑人男主演和一位同性恋男主演冲突，另外一位女主演为好友（同性恋）声张。当时是以黑人男演员离开剧集暂时告一段落，但是… ,Neither
佢應該是好在意俾人話係支那五毛，但又唔唸下佢啲思維同啲支那Kam怪無分別╮(╯_╰)╭,Abusive-only
嗯好喔，歡迎再度光臨寒舍 ,Neither
RT : 香港人的龍哥是狄龍。成龍是大陸人的龍哥。 ,Neither
这他妈是个日本鬼子吗？,Hate-speech
see？明眼人不难看出，在近现代历史中，那些价值观就是以白人、欧美为中心去推动的。国师们批判XX中心主义的原因其实是因为赢国不愿意承认自由、人权和民主概念的建立和普及与自己没有半毛钱关系。所以才跳脚骂霸权。,Neither
如果按照种族比例来录取学生，那么应该是白人最多，如果说白人曾经欺压过黑人，所以要弥补黑人，那么亚裔可从来没有欺压过黑人，为什么要牺牲亚裔的利益？不论是从种族比例上还是个人能力上，黑人都没有被优先录取的理由，同等条件下，亚裔学生的录取几率是所有种族中最低的,Neither
依往年來看應該剛上映都不會😢記得去年是快下檔才有日配,Neither
黑人的专属母狗,Hate-speech
呵呵，这里台蛙比较多，犯焦虑症也多。中国的进步谁也挡不住！,Abusive-only
老天爺在懲罰大家的感覺怎麼局部解封 ,Neither
加不加微信,Neither
蛙终于影响世界了！看看秃驴怎么说,Abusive-only
你这越南猴子还是泰国猴子,Hate-speech
RT : 更衣室被肌肉男摸牛子好想脱光被榨啊 ,Neither
(oqo)已經嗨到失智,Neither
早就该收拾轮子了，丑化维港！,Hate-speech
RT : 【#Patreon國際夢工場🇹🇼】不知道多少朋友看過台灣去年賣座電影《返校》。對香港人而言，本來這電影的一切遙不可及，現在居然變成了真真正正出現的日常生活。這樣誇張的改變，誰能料到？2020年頭，我們還能帶團從香港到台灣觀選，然後參觀《返…,Neither
《即便兵凶战危 台蛙自龟然不动》这个标题好,Abusive-only
小混混還抬舉了”這些連人都稱不上...所以才叫：曱甴（蟑螂）、港渣。,Hate-speech
全被西方媒体洗脑了,Neither
早妳媽,Abusive-only
哈哈哈可以出個題問，已知白人膚色的hex值是#FFFFFF，求黃種人膚色的hex是多少,Neither
"怎么, 不走弯路不摸索了？是篡改历史了？我告诉你, 我不关心西方杀印第安人, 我只关注中国人杀中国人, 你要去为印第安人哭爹喊娘你去！日本鬼子是杀中国人, 但怎么比也没有你共党杀中国人多。而且更恶劣卑鄙的是, 你还感谢日本鬼子, 你还留下日本鬼子杀中国人, 你还杀抗日的中国人------看谁被天收？",Hate-speech
委屈了和尚苦了庙,Neither
拜登現在的身體和精神狀態已經每況日下，我想又要應驗光明會卡牌，美國將產生第一個女性黑人總統了。這個賀錦麗可是極左思想的。希望美國人好自為之了。,Neither
尼哥 卖棉。 ,Hate-speech
我正幸福地在樓下抽菸，又碰見她了……我真是沒想到聊幾句2077她都說到她討厭黑人和恨日本……小朋友你不是最喜歡荒坂華子嗎……,Neither
笑死真的又是珍哥在擋門😂😂😂😂😂😂,Neither
RT : 维权网: 福建维权人士雷宗林家人再遭福州晋安区宦溪镇政府骚扰  ,Neither
美国人再自信，也没有各路民运轮子台蛙曱甴香蕉人自信😂,Abusive-only
然后胡锡进就走出了大使馆？,Neither
还好啦 最可怜的人。缅甸人可以住 越南人可以。就是不给中国人,Neither
這頭老猩猩，自己是非洲黑奴的後代，竟然替白狗打壓別國，原來一隻非洲的賎獸是那麼無恥！,Hate-speech
那你应该问你的代跑啊,Neither
開這個 然後選要用的麥克風啟用看看 (音量右鍵按音效可以打開這畫面)(日文可能寫得不太一樣帶位置應該是一樣的) ,Neither
真的很奇怪耶管我們家碩珍為什麼還不去當兵兵單還沒來啊 來了他就會去了開演唱會是因為粉絲見面會和8週年開的你管好你自已家的就好了,Neither
膚色様子看起來就像塊剛出爐的叉燒，當然叫阿叉,Abusive-only
洋垃圾，终于滚出了中国,Hate-speech
我想參加,Neither
这帮黑畜居然会给口罩，是看的洋大人的身份吧。要换中国人，早给揍一顿强行隔离。,Hate-speech
然后又延伸出下一个问题，在这种情形下，亚裔和尼哥的最优策略是什么。对亚裔来说，最优策略就是远离尼哥，因为遇到好尼哥的受益是远低于遇到坏尼哥的损失的。对尼哥来说，最优策略就是尽可能割亚裔的肉，因为指望联合亚裔一起反抗白老爷，那我… ,Abusive-only
不在了 生的时候漏了个黑头 军情六畜马上处死了 一尸两命 #RIPTheQueen 愿天堂没有尼哥,Hate-speech
我頭先又上GLORIA的FB睇，嘩 咁的醜八怪笨蛋都值為佢死晒全中國人的，依個習近平仲係度做戲,Neither
RT :  呐呐，前段时间尼哥随机对小黄人重拳出击的时候高华都装死呢，终于有白人上场了，某著名高华说，她如果支持川普她活该被打。厉害吧！,Abusive-only
中国如何将新疆穆斯林少数民族改造为工人大军,Neither
有梦到黑人？,Neither
黑猩猩战斗力好强,Neither
支那賤畜滿腦子想要把台灣弄垮！,Hate-speech
台蛙变成台鲑鱼了，，，，😂,Abusive-only
哪个媒体说的，“美媒曝料一次几百人捐款白人暴力组织骄傲男孩的统计，90%是中国出生的Chinese。” 谣棍？ ,Neither
国内教英语的大多数就是洋垃圾。,Abusive-only
中国的共产党政权不是担心台湾会宣布独立，而是无法忍受一群人为中国大陆人民提供一个民主政治的汉语样本。 ,Neither
期待整個歐盟都醒來啊！ ,Neither
努力 友情 誠意,Neither
在美国，同族裔之间聊天会谈肤色，比如华人之间聊天，会说我遇到一个黑人，白人之间聊天会说我遇到一个亚裔。但是不同族裔的在一起，没有人会提肤色，除非讨论这个问题。 ,Neither
猝不及防,Neither
对付没有任何信用的港灿蟑螂，只好用这招啊， 签了字，以后就可以审判这些蟑螂。哈哈，不作不死啊。,Hate-speech
RT : 美国首都真相汽车游行 民众支持“打倒中共”3月7日，美国华盛顿DC部分法轮功学员在DC市中心举行以“‘终结中共’(End CCP)”为主题的 #真相 #汽车游行。游行队伍行经宪法大道、联邦政府大楼、白宫以及商业区，受到沿途民众的支持和称赞。…,Neither
哈哈 煞笔玩意儿 你这种从来没去过中国大陆 不知道大陆情况 而是只活在蛙岛的人 只知道每天意淫 每天看一下假新闻 假报纸 大陆所有的垃圾 像轮子报 港独废材… ,Hate-speech
这些我估计都是事实，想一想911后，美国对飞机上的穆斯林的恐惧，就会理解。,Neither
你和女的做爱不带套？戴套是为了什么？难道不是为了预防艾滋病性病吗？人家警察穿防护服就有错了嘛？这叫自我防护意识懂吗？弱智的港渣愤青,Hate-speech
利君雅永遠是香港人的記者,Neither
轮子，台蛙，黄尸最信这种鸡巴玩意儿了,Abusive-only
竟然!!! 我一開始有查到它，但以為它只有皮蛋蛋餅，還覺得沒有機會找到皮蛋飯糰了，很傷心的說😭 謝謝你!!! 我一定要去買來吃!!!,Neither
机场安检对穆斯林的宗教信仰完全不尊重，不可以蒙面，脱掉外套鞋子摸身，不知道是什么行为,Neither
轮子思维,Neither
干干净净的鸡巴,Neither
妈呀，这可真舍得,Neither
没关注私信不了吧,Neither
人性本色，對我來說並沒有是否好色之分。然後卑微在圈內是非常常見的事,Neither
把錢還來，垃圾德國,Neither
尼哥你爹从棉花地回来了吗 哦对了 忘了你没爹,Hate-speech
這樣省去抗雄的錢了...XD,Neither
带有赫拉克勒斯结的古希腊金臂章，公元前 3 至 2 世纪。 MET 博物馆。 ,Neither
還是我去寫稿？,Neither
宁波外教事件，有太多人在中国享受超国民待遇，警惕洋垃圾害人！#洋垃圾#宁波外教#复旦大学,Hate-speech
講了什麼19禁,Neither
依我看，他们做的最错的事就是惹恼了推主大小姐，本以为你是个人畜无害的反共同道，没想到却惹出来一个破天门阵的穆桂英！不屈不挠抓着他们的痛脚不放，估计最后他们都得把你一黑了事。,Neither
像煎饼果子,Neither
但跟黑人结婚就被赶出家门也不算?,Neither
台蛙的脑子🧠与众不同。那你们就多打洋爹疫苗就是啦，包括港独和所有反华分子都打洋爹疫苗就好啦。你韩… ,Hate-speech
"黑猩猩该受到保护,但是,尼狗不",Hate-speech
如果种族灭绝是让人口越来越多，显然美国白人在对自己种族灭绝，印度人在种族复兴😂😂,Neither
一個民族有沒有文化，一眼就看出來了，中國人所謂的五千年文明就是一個笑話。除了「互鬥、仇恨、說謊、下跪」看不出來他們有什麼美好的品德，看看他們人情的冷落，見死不救，欺善怕惡...全世界文明都在朝著自由民主的方向發展，唯獨中國在加速… ,Neither
以前现实中在新西兰见过一个黑人说话也是这味,Neither
你怎麼肯定現在的高中生沒這樣想？前年走上街的那些香港人是cosplay學生嗎？,Neither
才3000有什么好考虑的….随便买个电子配件就没了。 3000的耳机听个响，3000的镜头入门级，3000的显示器伤眼睛， 3000的键盘和鼠标好像还不错….那就就买键盘鼠标吧,Neither
你們支那賤畜是不是都喫不到葡萄說葡萄酸，考試不及格說考高分的人作弊？自己幾斤幾兩沒點兒屌數兒嗎，也不撒泡兒尿照照自己，眞把自己當趙家人了？衷心祝願你們每頭支那賤畜都能像阿Q一樣在刑車上被嚇暈吧🙂,Hate-speech
這種言論頭看了真的痛死🤯,Neither
顺便说一句，创造出高达的左翼日本动画人已经没有市场了，令和年代的废物脑子里都是进击的巨人中可怕的灭世思想，当初美军太仁慈了，起码应该肉体消灭80%的日本鬼子,Hate-speech
我们最讨厌的就是种族歧视！和黑鬼白左绿绿台蛙废青日倭棒子阿三菲佣小越印尼猪,Hate-speech
法轮功信哪位神？李大师吗？李大师是自称释迦摩尼转世吗？另外，听说李大师的转法轮是丹田有个轮子啊。,Neither
超好聽的阿~~再聽一遍💓 ,Neither
临时抱佛脚大失败，还是ghs开心 ,Neither
"蜘蛛指摘別人“自作聰明”“夾帶私貨”真把人看笑了 草為啥這些人老是覺得被中國人討厭是一種莫大的損失？開發者在自己設計的遊戲裡表達自己的想法，居然成了""""自作聰明""""？ ",Neither
感谢 的作品，把二设画的很棒的说XD ,Neither
只想說，無論trump 在位時對中國政策有多大快人心，都不要因此站在高牆那邊壓迫少數，因為你會變成自己最討厭的人Smiling face with open mouth and cold sweat正如有事叫南亞手足，沒事叫阿叉，是我最討厭的行為,Neither
动物园 === 印度阿三,Hate-speech
阿叉大傻逼，我等你们去举报，告诉twitter，它也是大傻逼,Hate-speech
中狗人，又在汪汪汪！賞你 一根骨頭吃!🦴,Abusive-only
帮着鬼佬欺负韭菜！韭菜还天天歌颂镰刀,Abusive-only
每人不杀一百个港渣，不用回大陆了,Hate-speech
可以在百度搜到 「歐陽支那」還真是👏牆國認證「支那人」啊？不過這是繁體字的，哈,Neither
日本鬼子收留敏昂莱女儿的报应。,Hate-speech
抗日战争期间汉奸的后裔？汉奸这玩意还能遗传的吗？搞不明白，还是当年侵略台湾的时候日本鬼子遗留下来的孽种？,Hate-speech
RT : 中国人、香港人、台湾人。尽管对这些人的疯狂有准备，要不是看完全文，还是难以置信。研究者说开始以为这些人可能跟中共有关，结果发现无关。,Neither
哈哈哈，胶原享受和穆罕穆德同等待遇。,Neither
法轮功是地球上最脏的垃圾！,Hate-speech
这头像是台蛙用的别人的头像到处黑的头像,Abusive-only
绝了 居然可以9…谢谢你光暗巫女,Neither
"習近平公開同曾欣欣示愛係書度，仲重金禮聘佢的，仲比佢係WEIBO鬧中國人 """"何不食肉糜""""",Neither
台湾人的史观本身就有问题,Neither
今日支那人份额已满 ,Abusive-only
手足在秘鲁，还不去救。港渣难波尿！,Hate-speech
RT : 太期待了🤤就是听不懂看了个寂寞哈哈哈 #KaoUpTheNextJourneyEP0 ,Neither
全世界穆斯林最多的国家。。。是巴基斯坦吗？,Neither
国内的两个二鬼子，共匪和穆畜，都是汉人引入邪教，感觉往后能取代共匪的也只有穆畜了，到时候汉人又遭殃,Hate-speech
好漂漂漂漂亮！！！还有没有更刺激的,Neither
跟强国人一样，以为香港的饮用水只能从中国输入一样，否则必然渴死！🤣🤣,Neither
赖清德你这个畜牲，，果然是日本鬼子留下的杂种！！跟蔡英文一个样！！民进党都死光了！！选了你俩！！,Hate-speech
以前俺的黑名单上只有河南人，现在加上阿叉,Abusive-only
打心眼看不起轮子，就会拿反智的东西蛊惑人心……,Hate-speech
讓我舔乾淨吧,Neither
应该用高射炮扫射，然后中午用坦克碾压这些黑畜,Hate-speech
"笑了,你问问民豆、轮子、恐怖分子,这些人哪一个不希望更多人吃饱穿暖?都希望吃饱穿暖就是同路人了?笑了.",Abusive-only
那ㄟ架尼哥錐(突然講台語,Abusive-only
看这些面相就知道是一群港渣,Hate-speech
为什么轮子和民运不被打死,Hate-speech
党支部送上天，那得建多少炮房啊。那爱液流下来，会污染大气层吗？ ,Neither
我說的是擊退日本鬼子保衛國家的國民黨和偷雞摸狗打砸搶人民財物燒西方列強過來的共產黨。把你媽打死的也是共產黨。你媽死了，狗雞巴大陸人。滾回去用微博。,Hate-speech
你是你妈了个臭批 小日本鬼子还没死绝？,Hate-speech
"RT : 经过一段时间的努力，人人影视分享站要换新的UI啦！非常感谢   的辛苦努力！新的UI非常完美，并且有着如下炫酷的新特性：1. 好看，非常好看2. 支持移动端自适应3. 甚至还有留言板和评论功能还有更多更炫酷的功能…""",Neither
Older man是男同穆斯林女权变性抑郁单亲妈妈难民，美国带使馆能给Older man磕个头Horse face？不求多，就一个嗷,Neither
可罗拉多州的枪杀案的嫌犯周四会出庭。剧他哥哥讲他们一家从塞尔维亚移民到美国，在高中时他因为是穆斯林而被霸凌，从而变得神经性多疑。从他以前的社交媒体发帖可看出些端倪。以前因为和同学打架犯过案子。如果他真的有心理疾病加上案底，是怎么搞到枪的还是AR-15. 可见急需加强枪支管控。,Neither
中国为什么不能出台一些禁洋垃圾的政策呢，这些就很大一个根源。记得前几年看过一个在中国街头的流浪老人，一个黑鬼看见直接过来一个飞踢🤮🤮🤮。这流浪老人也没惹人家，不过下一秒就是那个尼哥被一个中国人给干翻了,Hate-speech
RT : 不要說別人，我的朋友中不少便如此，他們有的在美國接受了專業教育，有的商業上很有成就，但是，他們一開口，依據的多是陰謀論，充滿著對黑人、非法移民、中國的仇視。,Neither
推特三傻 : 香港废青，台湾绿蛙，印度阿三。,Hate-speech
星星大佬不愧是A股鬼见愁，期货金貔貅，币圈收割机，推特凡尔赛,Neither
你这种人在美国早晚会被尼哥操死，祝福你,Abusive-only
RT : 墙裂建议他俩去接任中共驻美大使！ ,Neither
跟其他本比起來這本比較陰鬱，《不幸中的幸福生活》故事很可愛,Neither
中国疫情武汉爆发的时候外国媒体怎么报道中国疫情的？印度媒体怎么取笑中国的？印度人怎么挖苦中国的？你特么装什么婊子,Neither
下一位在台灣.我報名,Neither
一个流浪汉在淘宝上买个橡皮艇就划到了台湾，突破了台蛙防线，毫无察觉，大喊大叫被发现。台蛙的嘴炮也不行了。,Abusive-only
呢啲咁既閪詩，係你哋啲支那狗先識，吾該你哋班閻家剷吾應同沈生既言，大可以吾睇，人哋係自己既平台留言，你班死五毛狗就係到𨳒，我吾𨳒柒你哋都對自己吾住，仲有，禮貌係同人講架，吾係同畜牲講架！,Hate-speech
去跪舔杀害了超过3500万中国人的小日本，和美国这种侵略帝国的台湾，民族脊梁都没有，还敢妄称正统？中华民族需要这么窝囊的跪舔美日？台蛙的意思形态圈养在美日台… ,Abusive-only
RT : 閆博士：中共國導師迫使他們的學生竊取外國知識 ,Neither
"RT : 海關人員: 請香港人全力投訴藍店, 迫到海關開file作為海關小薯的我記得上年年初前伙記林生都幫過我地。我地做野都係跟order做，而我地嘅朋友、屋企人都當日去幫襯去懲罰補返數。開呢個post唔係話扮黃、偽黃，唔係美化我地less ev…",Neither
他说不反对中国人民，只反对党。这种概念基本就是鬼岛，港废，轮子这些的把戏，所以肯定不是伊朗人。,Hate-speech
bangchan 你怕不是个白人吧 哇塞塞塞😽 ,Neither
這是一條我喜歡的影片/節目翻譯串,Neither
臭狗臭狗都是因为臭狗🤧,Neither
這不就是當年蔣禿驢在東南亞到處洗頭艇的擴大劇本嗎？窩匪也是慘。表面贏了蔣禿驢，結局就是徹底跳進了蔣的大中華劇本中,Abusive-only
如果白雪公主必須白人演，那麼七個小矮人是不是也必須找兒童或者侏儒來演？,Neither
這班禿驢！升旗儀式居然都不踢正步，兒戲一般，太不莊嚴了！Pouting face直接差評！,Abusive-only
班农先生激情演讲：中共就是1936年的纳粹，种族灭绝，器官摘取，迫害法轮功，镇压香港人民，杀戮中国人民西方精英明知中共在中国做的恶，却跪舔中共和习近平历史会把他们钉上耻辱柱中共的制裁是我的荣誉勋章 ,Neither
刚刚联系苹果，结果是个印度人接的～,Neither
等我回日本隔離的時候也來開個音間好了～平常旁邊有人覺得講話很不自在，隔離的時候剛好～來聊日本旅遊之類的，為未來做準備,Neither
【台山核电厂】中国核安全局承认燃料棒破损　认曾「审查批准」惰性气体限值 中国国家核安全局相关发言人周三承认推算台山核电厂5根燃料棒包壳破损。目前破损燃料棒占总数  ,Neither
支那人不会有这个临界点,Abusive-only
我给你🐴来一套尼哥攻击,Abusive-only
可怜的绿蛆，脑子里都是水啊，不对，台蛙不是缺水吗，那那脑子是空的。。。新疆人口增长率比台湾高了，所以台蛙才是种族灭绝,Hate-speech
安慰一下，不知道哪个阿叉惹到你了？没办法，大不列颠阿叉就是多啊。,Abusive-only
轮子大集合呀。这个国家不好你们可以选择移民的噢。不要勉强自己在这个国家生活的啦。勉强是没幸福的啦。快快改换国籍,Abusive-only
理论上来说是那样，但人是社会性动物，对人在社会中的行为非常重要。事实上，实验表明，就连黑猩猩之类的非人类动物也会有类似的意识以及在遭遇“不公平”时采取非常情绪化的反应。,Neither
RT : 时至今日，越来越多的西方国家认识到，澳大利亚对病毒真相的立场是对的。Australia was right! ,Neither
哈哈哈，果然编辑都是台蛙，怪不得阴阳怪气的,Hate-speech
大概英国传统高级贵族真没有太学过如何和警觉的左派美国黑人相处。 ,Neither
据说台蛙喜欢吃瘦肉精？,Abusive-only
好棒喔 可遇不可求欸,Neither
笑死，支那豬除了跳針還會幹嘛,Hate-speech
不要一直推印度人的帳號給我，噁心死啦！,Hate-speech
需要幾隻呢？😘,Neither
我们只是拿回属于自己的土地，没想打台蛙，你们可以搬走,Abusive-only
因为这些黑命贵的主子从来都是对黑鬼大撒币，宁可苦了家奴，也不能苦了黑鬼弟弟。,Hate-speech
那些黑畜牲们如果去抢他们的话，收益会远远大于他们去抢商店。而且风险又小，一抢一个准。,Hate-speech
如果真有神明 這幫和尚全部下地獄,Neither
石锅有白头发啦 ,Neither
给台蛙多看看这种日本动作片。,Abusive-only
RT : 拜拜成都，回北京了 ,Neither
爱了这丝袜腿,Neither
就印度这种厕所都没推广的国家，强奸案走在世界前列，封建迷信到让牛从人身上踩过，这种国家你也能吹？你的民主就是你女儿被抢奸，你在街头大庭… ,Hate-speech
聊聊房车升降床的利弊，个人意见仅供参考: 欢迎订阅本频道.  ,Neither
阉黨跟多个国家签订的保密条约，比一百多年前日本鬼子胁迫中华民国签订二十一条还恶劣。,Abusive-only
RT : 揭示疫苗背后的利益链，其他都是忽悠。 ,Neither
這是我們的店的印度人的手機📱,Neither
RT : 日本作为亚洲事实上的老大早该成为联合国常任理事国，日本应该军队正常化并拥核，日本应该做好与共匪血战到底的准备，日本应该做好接管支那部分领土的准备，那土地在支那人手里实在是暴殄天物！,Hate-speech
__🏹🏹🏹附合中共邪党造谣、抹黑法轮功的人及帮凶……就如同一条被铁链拴住的狗，让咬谁就扑过去咬、让咬几口咬几口。  ,Neither
RT : 遛狗时无意中看到散落在地上的卡片。应该也是法轮功大纪元的拥趸发的。对比以前在1块钱上写口号，这个卡片成本挺高的了，但负载的内容更多。不得不佩服法轮功，他们唯一一个CCP连续打压22年都还生生不息、至今令CPP恐惧的团体！👍…,Neither
是的记得很清楚那些恶心人的文章，二氧化有硫超标是日烧尸1.4w万等等，从那此起对港灿，台蛙，甚至整个海外华人全都无感，以前还觉得他们是高级华人。,Hate-speech
自我批评，反思自己偶尔的激情！——绝对不值得的交集！ ,Neither
RT : 有中國人的地方都會變得不美好。,Hate-speech
被印度人打？3天差点把新德里都拿下了去年当场弄死阿三3个 冻死17个 重伤70多个，被揍得人都不敢来救没见识的狗杂种！话都不会说滚去投胎做阿三吧,Hate-speech
RT : SOUL SHOW STUDIO专注于制作最高品质的复刻产品服装、饰品、鞋子、皮具、腕表打造您的专属工作室从不做一锤子买卖，只为长久客户服务。我们为您提供最好的产品，您为我们提供您最宝贵的信任。价值决定了我们产品的价格，一分钱…,Neither
臭台蛙跟日本人的杂交品种，shut up,Hate-speech
勇敢个毛，回头吃嫩草最好 hahaha,Neither
中国人并不憎恨宗教，他们憎恨的是支持造谣叛国的法轮功大煞笔们。,Neither
怕不是德國骨科都接不回來喔,Neither
日本鬼子又要蠢蠢欲动，对中国的钓鱼岛虎视眈眈，日本的强盗本性不改,Hate-speech
我真的很無聊我每次看到噗浪有人用大野智的表符我就會笑得很爽謎之笑點上次有人還說他是印度人我大概可以笑好幾年,Neither
白人屎很香吧 这人真是没救了,Neither
"債務還有12,415元。 靠輪盤，賭博賺錢就好。  #欠債要靠賭博來還2   ",Neither
RT : 洋垃圾 ,Hate-speech
没事你们香港港渣多集会集会，都死了才好，肺炎快速传染给你们看你们还集中不白痴，美国也快爆发了，也集中集中，轮子不用戴口罩，各大宗教不用戴口罩检测，会自愈的呵呵红红火火恍恍惚惚,Hate-speech
你个狗杂种赶紧闭嘴吧，穆畜都成中国的大爷了，你是眼瞎吗？企业是招人干活来的，不是请个大爷来伺候的，草泥马的，老子就是皇汉，有朝一日枪在手，早晚灭完你们这些穆畜,Hate-speech
RT : 是要多粉啦我就問😂 ,Neither
